GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,cell line,construct,hairpin,sample_id,"Reads were aligned to the GRCh38 genome using GSNAP version ‘2013-10-10’, allowing a maximum of two mismatches per 50 base sequence (parameters",Genome_build,Supplementary_files_format_and_content,BioSample,SRA,DNA was purified using the Qiagen MinElute purification kit. DNA libraries were PCR amplified using previously published protocols (PMID
GSE144840,H1944_LACZ_shNTC_R1 (ATAC-seq),GSM4299077,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299077_SAM24358270_H1944_LACZ_shNTC.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299077/suppl/GSM4299077_SAM24358270_H1944_LACZ_shNTC.bigWig,H1944_LACZ_shNTC_R1 (ATAC-seq),620988744,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-LACZ, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shNTC. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358270,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049745,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_LACZ_shSMARCA2_R1 (ATAC-seq),GSM4299078,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299078_SAM24358271_H1944_LACZ_shSMARCA2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299078/suppl/GSM4299078_SAM24358271_H1944_LACZ_shSMARCA2.bigWig,H1944_LACZ_shSMARCA2_R1 (ATAC-seq),545443888,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-LACZ, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shSMARCA2. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358271,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049744,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_WT_shNTC_R1 (ATAC-seq),GSM4299079,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299079_SAM24358272_H1944_WT_shNTC.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299079/suppl/GSM4299079_SAM24358272_H1944_WT_shNTC.bigWig,H1944_WT_shNTC_R1 (ATAC-seq),527297538,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-WT, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shNTC. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358272,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049743,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_WT_shSMARCA2_R1 (ATAC-seq),GSM4299080,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299080_SAM24358273_H1944_WT_shSMARCA2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299080/suppl/GSM4299080_SAM24358273_H1944_WT_shSMARCA2.bigWig,H1944_WT_shSMARCA2_R1 (ATAC-seq),585910519,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-WT, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shSMARCA2. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358273,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049742,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_K785R_shNTC_R1 (ATAC-seq),GSM4299081,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299081_SAM24358274_H1944_K785R_shNTC.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299081/suppl/GSM4299081_SAM24358274_H1944_K785R_shNTC.bigWig,H1944_K785R_shNTC_R1 (ATAC-seq),783424327,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-K785R, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shNTC. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358274,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049741,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_K785R_shSMARCA2_R1 (ATAC-seq),GSM4299082,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299082_SAM24358275_H1944_K785R_shSMARCA2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299082/suppl/GSM4299082_SAM24358275_H1944_K785R_shSMARCA2.bigWig,H1944_K785R_shSMARCA2_R1 (ATAC-seq),670371372,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-K785R, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shSMARCA2. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358275,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049740,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_E882K_shNTC_R1 (ATAC-seq),GSM4299083,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299083_SAM24358276_H1944_E882K_shNTC.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299083/suppl/GSM4299083_SAM24358276_H1944_E882K_shNTC.bigWig,H1944_E882K_shNTC_R1 (ATAC-seq),592620730,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-E882K, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shNTC. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358276,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049739,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_E882K_shSMARCA2_R1 (ATAC-seq),GSM4299084,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299084_SAM24358277_H1944_E882K_shSMARCA2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299084/suppl/GSM4299084_SAM24358277_H1944_E882K_shSMARCA2.bigWig,H1944_E882K_shSMARCA2_R1 (ATAC-seq),530435790,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-E882K, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shSMARCA2. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358277,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049738,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_T910M_shNTC_R1 (ATAC-seq),GSM4299085,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299085_SAM24358278_H1944_T910M_shNTC.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299085/suppl/GSM4299085_SAM24358278_H1944_T910M_shNTC.bigWig,H1944_T910M_shNTC_R1 (ATAC-seq),560501726,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-T910M, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shNTC. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358278,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049737,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
GSE144840,H1944_T910M_shSMARCA2_R1 (ATAC-seq),GSM4299086,Public on Sep 10 2020,Feb 06 2020,Sep 13 2020,SRA,1,NCI-H1944 cells,Homo sapiens,9606,"RPMI 1640 supplemented with 10% FBS, 2 mM L-Glutamine and 100 U/mL penicillin-streptomycin",genomic DNA,"NCI-H1944 cells (100,000) transduced with LACZ, SMARCA4 WT or mutant were pelleted and resuspended in 50 mL cold ATAC-resuspension buffer (ATAC-RSB) (10 mM Tris HCl pH 7.4, 10 mM NaCl, 3 mM MgCl2) containing 0.1% Igepal CA-630, 0.1% Tween-20 and 0.01% digitonin. Cells were incubated on ice for 3 min and lysis buffer was washed out using 1 mL cold ATAC-RSB containing 0.1% Tween-20. Cells were inverted several times and nuclei was pelleted at 500xg for 10 min at 4 °C. Supernatant was discarded and nuclei were resuspended in 50 μl transposition mixture (2.5 uL Tn5 transposase, 25uL 2x TD buffer, 16.5 uL PBS, 0.5 uL1% digitonin, 0.5 uL 10% Tween-20, 5 uL H2O). The transposase reaction was performed for 30 min at 37 °C in a thermomixer with 1000 rpm.",GPL20301,"Robert,,Piskol",piskolr@gene.com,Bioinformatics,Genentech Inc.,1 DNA Way,South San Francisco,CA,94080,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,"GSE144840, GSE144844",0,GSM4299086_SAM24358279_H1944_T910M_shSMARCA2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4299nnn/GSM4299086/suppl/GSM4299086_SAM24358279_H1944_T910M_shSMARCA2.bigWig,H1944_T910M_shSMARCA2_R1 (ATAC-seq),575476270,BIGWIG,lung cancer cell line NCI-H1944,"Cells transduced with pLenti6.3-SMARCA4-T910M, selected with 8ug/mL blasticidin for 5 days.","After blasticidin selection, cells were infected with pLKO-shSMARCA2. Cells were selected for 72 h with 3ug/mL puromycin.",SAM24358279,‘-M 2 -n 10 -B 2 -i 1 --pairmax-dna,GRCh38,One bigWig file for each sample containing the normalized coverage in log counts per million,https://www.ncbi.nlm.nih.gov/biosample/SAMN14049736,https://www.ncbi.nlm.nih.gov/sra?term,25559105; PMID: 28846090). The libraries were multiplexed and sequenced on Illumina HiSeq4000.
