GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_biomaterial_provider_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,cell line,cell type,chip antibody,NEBNext ChIP-Seq Library Prep Master Mix Set for Illumina (prod. no,Genome_build,Supplementary_files_format_and_content,BioSample,SRA
GSE134655,EV_DMSO_si_Foxa1_Rep1 ChIP-Seq,GSM3962433,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962433_EV_DMSO_Rep1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962433/suppl/GSM3962433_EV_DMSO_Rep1.PeakNorm.bw,EV_DMSO_si_Foxa1_Rep1 ChIP-Seq,647269188,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337221,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,EV_DMSO_si_Foxa1_Rep2 ChIP-Seq,GSM3962434,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962434_EV_DMSO_Rep2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962434/suppl/GSM3962434_EV_DMSO_Rep2.PeakNorm.bw,EV_DMSO_si_Foxa1_Rep2 ChIP-Seq,651933947,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337220,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,EV_E2_si_Foxa1_Rep1 ChIP-Seq,GSM3962435,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,E2 1h Induction,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962435_EV_E2_Rep1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962435/suppl/GSM3962435_EV_E2_Rep1.PeakNorm.bw,EV_E2_si_Foxa1_Rep1 ChIP-Seq,611418766,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337219,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,EV_E2_si_Foxa1_Rep2 ChIP-Seq,GSM3962436,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,E2 1h Induction,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962436_EV_E2_Rep2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962436/suppl/GSM3962436_EV_E2_Rep2.PeakNorm.bw,EV_E2_si_Foxa1_Rep2 ChIP-Seq,849178882,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337218,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,EV_FM_si_Foxa1_Rep1 ChIP-Seq,GSM3962437,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,Full media,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962437_EV_FM_Rep1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962437/suppl/GSM3962437_EV_FM_Rep1.PeakNorm.bw,EV_FM_si_Foxa1_Rep1 ChIP-Seq,573356265,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337217,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,EV_FM_si_Foxa1_Rep2 ChIP-Seq,GSM3962438,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,Full media,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962438_EV_FM_Rep2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962438/suppl/GSM3962438_EV_FM_Rep2.PeakNorm.bw,EV_FM_si_Foxa1_Rep2 ChIP-Seq,443755862,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337216,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,F266L_DMSO_si_Foxa1_Rep1 ChIP-Seq,GSM3962439,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962439_F266L_DMSO_Rep1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962439/suppl/GSM3962439_F266L_DMSO_Rep1.PeakNorm.bw,F266L_DMSO_si_Foxa1_Rep1 ChIP-Seq,635052287,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337215,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,F266L_DMSO_si_Foxa1_Rep2 ChIP-Seq,GSM3962440,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962440_F266L_DMSO_Rep2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962440/suppl/GSM3962440_F266L_DMSO_Rep2.PeakNorm.bw,F266L_DMSO_si_Foxa1_Rep2 ChIP-Seq,886643949,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337214,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,F266L_E2_si_Foxa1_Rep1 ChIP-Seq,GSM3962441,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,E2 1h Induction,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962441_F266L_E2_Rep1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962441/suppl/GSM3962441_F266L_E2_Rep1.PeakNorm.bw,F266L_E2_si_Foxa1_Rep1 ChIP-Seq,588055559,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337213,https://www.ncbi.nlm.nih.gov/sra?term
GSE134655,F266L_E2_si_Foxa1_Rep2 ChIP-Seq,GSM3962442,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,E2 1h Induction,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 1h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,genomic DNA,"Cells were crosslinked in adherent conditions, crosslinked cells were lysed to obtain nuclear extracts, lysates were clarified from sonicated nuclei and protein-DNA complexes were isolated with antibody.","ChIP-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using bowtie2 (v2.2.2) with default parameters., Read count tables were created using featureCounts v1.6.0., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL16791,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE134655, GSE134657",0,GSM3962442_F266L_E2_Rep2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962442/suppl/GSM3962442_F266L_E2_Rep2.PeakNorm.bw,F266L_E2_si_Foxa1_Rep2 ChIP-Seq,797306376,BW,MCF7,breast cancer,"FOXA1 (ab23738, lot:GR3241520-1)",E6240L),hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337212,https://www.ncbi.nlm.nih.gov/sra?term
