GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_characteristics_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,Genome_build,Supplementary_files_format_and_content
GSE110633,TALL_JS_1 (polyA+ RNA),GSM3004545,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TAL,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004545_sample_1_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004545/suppl/GSM3004545_sample_1_ReadsPerGene.out.tab.gz,TALL_JS_1 (polyA+ RNA),376444,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537195,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_2 (polyA+ RNA),GSM3004546,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: IMM,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004546_sample_2_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004546/suppl/GSM3004546_sample_2_ReadsPerGene.out.tab.gz,TALL_JS_2 (polyA+ RNA),382934,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537194,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_3 (polyA+ RNA),GSM3004547,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TLX,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004547_sample_3_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004547/suppl/GSM3004547_sample_3_ReadsPerGene.out.tab.gz,TALL_JS_3 (polyA+ RNA),382451,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537193,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_4 (polyA+ RNA),GSM3004548,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: IMM,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004548_sample_4_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004548/suppl/GSM3004548_sample_4_ReadsPerGene.out.tab.gz,TALL_JS_4 (polyA+ RNA),382340,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537192,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_5 (polyA+ RNA),GSM3004549,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: IMM,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004549_sample_5_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004549/suppl/GSM3004549_sample_5_ReadsPerGene.out.tab.gz,TALL_JS_5 (polyA+ RNA),380775,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537191,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_6 (polyA+ RNA),GSM3004550,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: HOXA,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004550_sample_6_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004550/suppl/GSM3004550_sample_6_ReadsPerGene.out.tab.gz,TALL_JS_6 (polyA+ RNA),377140,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537190,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_7 (polyA+ RNA),GSM3004551,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: IMM,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004551_sample_7_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004551/suppl/GSM3004551_sample_7_ReadsPerGene.out.tab.gz,TALL_JS_7 (polyA+ RNA),385332,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537189,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_8 (polyA+ RNA),GSM3004552,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TAL,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004552_sample_8_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004552/suppl/GSM3004552_sample_8_ReadsPerGene.out.tab.gz,TALL_JS_8 (polyA+ RNA),381039,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537188,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_9 (polyA+ RNA),GSM3004553,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TLX,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004553_sample_9_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004553/suppl/GSM3004553_sample_9_ReadsPerGene.out.tab.gz,TALL_JS_9 (polyA+ RNA),384187,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537187,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
GSE110633,TALL_JS_10 (polyA+ RNA),GSM3004554,Public on Sep 11 2018,Feb 14 2018,Sep 11 2018,SRA,1,bone marrow,Homo sapiens,9606,subgroup: TLX,polyA RNA,"RNA was extracted using the miRNAeasy mini kit (Qiagen). Truseq stranded mRNA  sample preparation kit (Illumina) was used for the preparation of sequencing libraries., RNA libraries were prepared for sequencing using standard Illumina protocols","fastq files were aligned to GRCh38 primary annotation with STARv2.4.2a using a 2-pass strategy. In the first pass gencode.v25 was used as guide, in the second pass all sjdb files from the first pass were used as guide, Genes were quantified by STARv2.4.2a on Gencode.v25",GPL18573,"Karen,,Verboom",karen.verboom@ugent.be,Center for Medical Genetics Ghent,Pediatrics and Genetics,Ghent University,De Pintelaan 185,Ghent,9000,Belgium,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE110633, GSE110637",0,GSM3004554_sample_10_ReadsPerGene.out.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3004nnn/GSM3004554/suppl/GSM3004554_sample_10_ReadsPerGene.out.tab.gz,TALL_JS_10 (polyA+ RNA),383242,TAB,https://www.ncbi.nlm.nih.gov/biosample/SAMN08537186,https://www.ncbi.nlm.nih.gov/sra?term,GRCh38,reads per gene as generated by STAR2.4.2a
