GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_biomaterial_provider_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,cell line,cell type,Genome_build,Supplementary_files_format_and_content,BioSample,SRA
GSE134656,F266L_DMSO_Rep1 RNA-Seq,GSM3962505,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962505_F266L_DMSO_S1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962505/suppl/GSM3962505_F266L_DMSO_S1.PeakNorm.bw,F266L_DMSO_Rep1 RNA-Seq,179662706,BW,MCF7,breast cancer,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337295,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_DMSO_Rep2 RNA-Seq,GSM3962506,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962506_F266L_DMSO_S2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962506/suppl/GSM3962506_F266L_DMSO_S2.PeakNorm.bw,F266L_DMSO_Rep2 RNA-Seq,167028348,BW,MCF7,V5,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337294,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_DMSO_Rep3 RNA-Seq,GSM3962507,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962507_F266L_DMSO_S3.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962507/suppl/GSM3962507_F266L_DMSO_S3.PeakNorm.bw,F266L_DMSO_Rep3 RNA-Seq,147061284,BW,MCF7,V6,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337293,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_E2_Rep1 RNA-Seq,GSM3962508,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,E2 1h Induction,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962508_F266L_E2_S1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962508/suppl/GSM3962508_F266L_E2_S1.PeakNorm.bw,F266L_E2_Rep1 RNA-Seq,172501070,BW,MCF7,V7,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337292,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_E2_Rep2 RNA-Seq,GSM3962509,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,E2 1h Induction,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962509_F266L_E2_S2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962509/suppl/GSM3962509_F266L_E2_S2.PeakNorm.bw,F266L_E2_Rep2 RNA-Seq,180807014,BW,MCF7,V8,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337291,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_E2_Rep3 RNA-Seq,GSM3962510,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,E2 1h Induction,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962510_F266L_E2_S3.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962510/suppl/GSM3962510_F266L_E2_S3.PeakNorm.bw,F266L_E2_Rep3 RNA-Seq,169707359,BW,MCF7,V9,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337290,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_FM_Rep1 RNA-Seq,GSM3962511,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,Full media,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962511_F266L_FM_S1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962511/suppl/GSM3962511_F266L_FM_S1.PeakNorm.bw,F266L_FM_Rep1 RNA-Seq,157286656,BW,MCF7,V10,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337289,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_FM_Rep2 RNA-Seq,GSM3962512,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,Full media,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962512_F266L_FM_S2.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962512/suppl/GSM3962512_F266L_FM_S2.PeakNorm.bw,F266L_FM_Rep2 RNA-Seq,143380960,BW,MCF7,V11,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337288,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,F266L_FM_Rep3 RNA-Seq,GSM3962513,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,Full media,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962513_F266L_FM_S3.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962513/suppl/GSM3962513_F266L_FM_S3.PeakNorm.bw,F266L_FM_Rep3 RNA-Seq,171363282,BW,MCF7,V12,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337287,https://www.ncbi.nlm.nih.gov/sra?term
GSE134656,H247Y_DMSO_Rep1 RNA-Seq,GSM3962514,Public on Nov 19 2020,Jul 22 2019,Nov 20 2020,SRA,1,DMSO control,Homo sapiens,9606,ATCC,DMSO and E2 conditions were subjected to DMSO or E2 treatment for 6h,Cells were seeded in full media; the following day media was changed to either estrogen depleted media (for DMSO and E2 groups) or same DMEM/F12 50/50 full media (for FM); cells were incubated for 72h; the day of cell harvesting media was refreshed,total RNA,"Cells were snap frozen and RNA was extracted with RNeasy Kit from Qiagen (#74106), DNase treatment was performed during the extraction, Libraries were performed by Genewiz","RNA-seq reads were filtered for quality and 3' trimmed for adapter sequences using trimgalore, Reads were aligned to mouse assembly hg38 using STAR (v2.6.0a) with default parameters., Read count tables were created using HTSeq v0.9.1., To create density files, the signal was normalised using the scalefactors from DESeq2 converted to BigWig using BEDTools.",GPL20301,"Richard,,Koche",kocher@mskcc.org,Memorial Sloan Kettering Cancer Center,417 E. 68th St.,New York,New York,10065,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,"GSE134656, GSE134657",0,GSM3962514_H247Y_DMSO_S1.PeakNorm.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3962nnn/GSM3962514/suppl/GSM3962514_H247Y_DMSO_S1.PeakNorm.bw,H247Y_DMSO_Rep1 RNA-Seq,171053442,BW,MCF7,V13,hg38,BigWig files containing read densities normalized using DESeq2,https://www.ncbi.nlm.nih.gov/biosample/SAMN12337286,https://www.ncbi.nlm.nih.gov/sra?term
